SBY 20:34:42 [cover] Copy '/home/kevin/d/rfuzz/formal/Sodor1Stage/Sodor1Stage.v' to '/home/kevin/d/rfuzz/formal/Sodor1Stage/cover/src/Sodor1Stage.v'.
SBY 20:34:42 [cover] Copy '/home/kevin/d/rfuzz/formal/Sodor1Stage/Sodor1Stage_formal.sv' to '/home/kevin/d/rfuzz/formal/Sodor1Stage/cover/src/Sodor1Stage_formal.sv'.
SBY 20:34:42 [cover] engine_0: smtbmc boolector
SBY 20:34:42 [cover] base: starting process "cd cover/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 20:34:46 [cover] base: finished (returncode=0)
SBY 20:34:46 [cover] smt2: starting process "cd cover/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 20:34:48 [cover] smt2: finished (returncode=0)
SBY 20:34:48 [cover] engine_0: starting process "cd cover; yosys-smtbmc -s boolector --presat --unroll -c --noprogress -t 100  --append 0 --dump-vcd engine_0/trace%.vcd --dump-vlogtb engine_0/trace%_tb.v --dump-smtc engine_0/trace%.smtc model/design_smt2.smt2"
SBY 20:34:48 [cover] engine_0: ##   0:00:00  Solver: boolector
SBY 20:34:50 [cover] engine_0: ##   0:00:02  Checking cover reachability in step 0..
SBY 20:34:50 [cover] engine_0: ##   0:00:02  Checking cover reachability in step 1..
SBY 20:34:51 [cover] engine_0: ##   0:00:03  Checking cover reachability in step 2..
SBY 20:34:52 [cover] engine_0: ##   0:00:03  Checking cover reachability in step 3..
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:428.32-429.31 ($cover$Sodor1Stage_formal.sv:428$1423) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:430.32-431.31 ($cover$Sodor1Stage_formal.sv:430$1425) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:432.32-433.31 ($cover$Sodor1Stage_formal.sv:432$1427) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:434.32-435.31 ($cover$Sodor1Stage_formal.sv:434$1429) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:436.32-437.31 ($cover$Sodor1Stage_formal.sv:436$1431) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:438.32-439.31 ($cover$Sodor1Stage_formal.sv:438$1433) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:440.32-441.31 ($cover$Sodor1Stage_formal.sv:440$1435) in step 3.
SBY 20:34:52 [cover] engine_0: ##   0:00:04  Reached cover statement at Sodor1Stage_formal.sv:442.32-443.31 ($cover$Sodor1Stage_formal.sv:442$1437) in step 3.
